country,respno,backchk,urbrur,region,district,townvill,ea_name,eanumb,uniqueea,hholdse1,hholdse2,hholdse3,hholdse4,hholdse5,hholdse6,hholdse7,prevint,currint,calls,dateintr,strtime,q1,q2,q3,q4a,q4b,q5,q6a,q6b,q7a,q7b,q8a,q8b,q8c,q8d,q8e,q8f,q9a,q9b,q9c,q10,q11,q12,q13,q14a,q14b,q14c,q15a,q15b,q15c,q16,q17,q18a,q18b,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28a,q28b,q28c,q28d,q29,q30,q31a,q31b,q31c,q32a,q32b,q32c,q32d,q32e,q32f,q32g,q33,q34,q35a,q35b,q35c,q35pt1,q35pt2,q35pt3,q36a,q36b,q36c,q37,q38,q39,q40,q41,q42,q43a1,q43a2,q43b1,q43b2,q43c1,q43c2,q44a1,q44a2,q44b1,q44b2,q44c1,q44c2,q45,q46,q47,q48,q49,q50,q51,q52a,q52b,q52c,q52d,q53a,q53b,q53c,q53d,q54a,q54b,q54c,q54d,q54e,q54f,q54g,q55a,q55b,q55c,q55d,q55e,q55f,q55g,q55h,q55i,q55j,q55k,q55l,q55m,q56a,q56b,q56c,q56d,q56e,q56f,q56g,q56h,q56i,q56j,q57a,q57b,q57c,q57d,q57e,q57f,q58a,q58b,q58c,q59,q60,q61,q62a,q62b,q63pt1,q63pt2,q63pt3,q64,q65a,q65b,q65c,q65d,q65e,q65f,q65g,q65h,q65i,q65j,q65k,q66,q67a,q67b,q67c,q67d,q68a,q68b,q68c,q69a,q69b,q70a,q70b,q70c,q70d,q71a,q71b,q71c,q71d,q71e,q72a,q72b,q72c,q73a,q73b,q73c,q73d,q73e,q73f,q73g,q74a,q74b,q74c,q74d,q74e,q74f,q74g,q75a,q75b,q75c,q75d,q75e,q76a,q76b,q77a,q77b,q78a,q78b,q78c,q78d,q79,q80a,q80b,q81,q82,q83,q84a,q84b,q84c,q84d,q85,q86,q87,q90,q91,q92,q93a,q93b,q93c,q93d,q93e,q93f,q94,q95,q96a,q96b,q97,q98,q99,q100,endtime,length,q101,q102,q103,q104,q105a,q105b,q105c,q105d,q105e,q106,q107a,q107b,q107c,q108a,q108b,q108c,q108d,q108e,q108f,q110,q111,q112,q113,q114,q115,q116a,q116b,q116c,q116d,q116e,q116f,q116g,q116h,q116i,q116j,q116k,q117a,q117b,q118,withinwt,acroswt,combwt,geoname_id,precision_code,place_name,latitude,longitude,location_type_code,geoname_adm_code,geoname_adm_name,location_class,geographic_exactness
18,ZIM0070,1,1,440,HARARE,HIGHFIELD-EGYPT,,400,18440400,3,997,997,997,997,997,997,1,2,1,11-Oct-05,1:01:00 PM,40,1,441,1,1,1,1,1,2,2,3,1,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,1,1,1,3,2,0,2,0,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,3,4,2,0,0,0,1,1,0,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,FAIR RULING OF PEOPLE,NO FURTHER REPLY,NO FURTHER REPLY,6,996,996,2,2,1,3,3,3,9,4,4,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,4,2,3,#NULL!,2,2,2,1,4,4,4,2,9,2,3,3,3,9,3,2,3,3,0,1,1,1,1,1,3,3,3,3,3,3,3,9,9,1,1,1,2,9,9,9,0,0,0,0,0,0,0,3,3,2,#NULL!,9,9,1,1,11,8,5,9,2,1,2,1,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,#NULL!,#NULL!,2,3,2,3,3,3,3,3,3,7,7,7,7,1,3,0,9,0,0,0,7,7,7,7,7,7,7,2,2,2,2,3,3,1,0,3,3,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,997,7,5,4,5,1,0,0,0,0,0,3,11,1,0,1,3,998,1,2:22:00 PM,81,2,1,441,4,0,0,0,0,0,1,000,000,000,2,2,1,3,2,2,ZIM14,25,1,2,441,8,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1.145038,1.145038,890298,3,Harare District,-17.812799,31.06864,ADM2,6295630|6255146|ZW|10|890298,Earth|Africa|Zimbabwe|Harare|Harare District,1,1
18,ZIM0071,2,1,440,HARARE,KUWADZANA 5,,350,18440350,997,997,997,997,997,997,997,1,2,1,9-Oct-05,12:59:00 PM,18,0,441,2,4,4,1,4,3,3,1,0,0,0,0,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,2,2,3,3,0,4,2,2,1,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,1,1,1,0,0,0,5,7,1,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,DON'T KNOW,NO FURTHER REPLY,NO FURHTER REPLY,999,996,996,2,1,1,1,4,4,3,2,3,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,3,1,1,#NULL!,1,3,1,2,4,4,2,1,1,9,3,2,3,4,1,5,4,2,0,0,0,9,0,1,0,0,1,2,9,3,0,9,9,9,9,1,1,1,9,0,0,0,7,0,0,0,0,3,3,1,#NULL!,2,9,9,9,8,3,11,2,1,1,1,3,3,3,3,3,3,3,3,1,3,3,9,9,1,3,9,#NULL!,#NULL!,1,2,1,3,2,2,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,2,1,3,2,3,3,1,0,2,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,997,7,4,4,4,0,0,0,0,0,0,4,8,2,0,1,3,997,999,2:20:00 PM,81,2,1,995,4,0,0,0,0,0,0,000,000,000,2,2,1,2,2,2,ZIM14,25,1,2,441,8,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1.145038,1.145038,11428879,1,Kuwadzana 5,-17.82733,30.913151,PPLX,6295630|6255146|ZW|04|11428879,Earth|Africa|Zimbabwe|Mashonaland East Province|Kuwadzana 5,2,1
18,ZIM0072,1,1,440,HARARE,BLUFF HILL,,470,18440470,2,997,997,997,997,997,997,1,2,2,10-Oct-05,4:02:00 PM,28,0,441,1,3,3,1,3,1,3,0,0,0,1,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,1,1,1,3,4,2,1,1,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,2,3,1,0,0,0,1,1,1,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,FAIR LEADERSHIP,NO FURTHER REPLY,NO FURTHER REPLY,8,996,996,2,2,3,3,2,3,2,3,2,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,3,2,2,#NULL!,2,2,3,3,3,3,4,2,2,2,2,1,1,2,3,2,3,2,1,1,0,1,0,2,3,3,3,2,2,2,2,1,1,1,1,1,1,1,9,0,0,0,0,0,0,0,0,3,3,2,#NULL!,2,9,0,0,8,11,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,9,9,3,3,#NULL!,#NULL!,2,3,2,3,3,3,3,2,3,7,7,7,1,3,9,3,3,9,0,0,3,0,3,3,0,0,4,7,2,2,2,2,2,2,2,3,3,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,997,7,5,4,5,0,0,0,0,0,0,1,22,1,1,0,997,997,1,5:15:00 PM,83,2,1,1,3,0,0,0,0,0,0,000,000,000,2,2,2,2,1,2,ZIM14,25,1,2,441,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.145038,1.145038,894962,1,Bluff Hill,-17.76972,30.98028,PPLX,6295630|6255146|ZW|10|890299|894962,Earth|Africa|Zimbabwe|Harare|Harare|Bluff Hill,2,1
18,ZIM0073,1,1,440,HARARE,MBARE NATIONAL,,250,18440250,997,997,997,997,997,997,997,0,2,1,11-Oct-05,10:50:00 AM,65,1,441,1,1,1,1,1,1,1,3,0,3,3,3,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,1,1,4,4,0,2,1,1,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,3,4,2,0,0,0,1,2,3,3,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,SHE FAILED TO PROVIDE ANSWERS,NO FURTHER REPLY,NO FURTHER REPLY,999,996,996,1,1,1,3,2,4,2,4,4,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,4,1,1,#NULL!,3,1,1,1,4,4,2,3,2,3,3,1,2,2,2,1,1,1,0,1,1,1,0,3,2,2,2,2,2,9,9,2,3,2,2,2,3,3,2,1,0,0,0,0,0,0,3,3,3,2,#NULL!,2,2,0,0,29,3,11,1,1,1,1,1,1,2,3,3,2,1,2,3,1,1,3,1,1,1,1,#NULL!,#NULL!,1,4,1,4,2,2,1,4,1,7,7,7,3,1,0,1,1,1,0,3,2,1,3,3,2,0,7,7,7,4,2,1,1,0,0,3,3,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,998,-1,2,4,6,0,1,1,0,0,0,0,6,1,0,1,5,998,17,12:15:00 PM,85,2,1,441,1,0,0,0,0,0,0,000,000,000,1,1,1,1,1,1,ZIM13,23,1,2,441,8,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1.145038,1.145038,1106398,1,Mbare,-17.858061,31.03722,PPLX,6295630|6255146|ZW|10|890299|1106398,Earth|Africa|Zimbabwe|Harare|Harare|Mbare,2,1
18,ZIM0074,1,1,440,HARARE,HIGHFIELD-EGYPT,,400,18440400,997,997,997,997,997,997,997,2,1,1,11-Oct-05,1:26:00 PM,18,0,441,2,2,2,1,2,1,1,0,3,1,3,0,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,1,1,1,4,4,2,1,1,1,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,2,0,0,0,5,7,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,FREEDOM OF EXPRESSION,UNITY,ACCESS TO GOODS AND SERVICES WITHOUT DENIAL FROM OTHERS,1,4,5,1,1,1,3,1,4,1,1,4,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,4,1,1,#NULL!,2,5,2,1,2,4,2,3,3,3,3,1,2,2,2,1,1,1,0,0,1,1,0,3,1,2,0,0,3,0,2,2,2,1,3,2,2,9,0,2,1,2,7,1,0,7,3,3,3,2,#NULL!,3,0,0,0,8,15,3,0,1,1,1,1,3,1,3,1,1,2,3,4,1,1,2,1,1,1,1,#NULL!,#NULL!,1,4,1,4,1,2,1,7,1,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,2,0,4,2,2,2,2,3,3,1,0,3,3,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,441,2,5,2,5,0,1,1,0,0,0,3,11,2,2,0,997,441,17,2:37:00 PM,71,1,1,441,1,0,0,0,0,0,0,000,000,000,1,2,1,1,1,1,ZIM13,23,1,2,441,8,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1.145038,1.145038,890298,3,Harare District,-17.812799,31.06864,ADM2,6295630|6255146|ZW|10|890298,Earth|Africa|Zimbabwe|Harare|Harare District,1,1
18,ZIM0075,2,1,440,HARARE,KUWADZANA 4,,340,18440340,3,997,997,997,997,997,997,0,2,1,9-Oct-05,10:03:00 AM,27,1,441,1,1,3,1,2,1,1,0,1,4,3,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,4,1,1,1,4,3,1,2,1,1,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,3,3,0,0,2,1,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,FREEDOM OF EXPRESSION,FREEDOM TO RUN SELF BUSSINESS,GOVRNMENT WHICH CONSIDERS PEOPLE`S VIEWS,1,1,2,1,1,1,3,1,4,1,4,4,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,3,1,1,#NULL!,2,1,1,1,2,2,2,3,1,2,3,3,4,2,2,2,1,1,1,1,0,1,0,2,0,0,0,0,0,2,1,3,3,0,3,1,3,3,2,1,0,3,0,0,3,3,0,3,3,3,#NULL!,2,2,1,1,8,14,16,2,1,1,1,1,1,1,1,3,2,1,3,4,1,1,4,1,1,1,1,#NULL!,#NULL!,1,4,1,4,1,3,1,4,2,7,7,7,3,3,3,3,2,2,0,3,3,3,3,3,3,3,4,7,2,4,3,3,1,0,0,3,3,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,441,3,5,10,5,0,0,1,0,0,0,1,6,0,1,0,997,441,17,11:10:00 AM,67,2,1,441,2,1,0,0,0,0,0,000,000,000,1,1,1,1,1,1,ZIM13,23,1,2,441,8,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1.145038,1.145038,1106405,1,Kuwadzana,-17.825279,30.92639,PPLX,6295630|6255146|ZW|04|890299|1106405,Earth|Africa|Zimbabwe|Mashonaland East Province|Harare|Kuwadzana,2,1
18,ZIM0076,2,1,440,HARARE,BLUFF HILL,,470,18440470,3,3,3,3,997,997,997,2,1,1,10-Oct-05,3:40:00 PM,21,0,441,1,2,4,1,2,1,2,0,3,2,3,0,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,5,1,1,1,2,4,3,2,1,1,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,4,4,2,0,0,0,6,7,1,1,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,FREEDOM OF EXPRESSION,FREEDOM OF ASSOCIATION,LIBERTY,1,1,1,1,1,1,3,1,2,1,4,2,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,1,3,2,#NULL!,2,1,3,2,2,4,4,3,2,1,1,2,2,2,2,1,2,1,0,1,1,1,0,0,3,0,0,2,1,2,2,1,1,2,2,2,2,3,2,0,0,1,7,1,0,7,0,3,3,2,#NULL!,3,0,1,1,1,3,11,1,1,1,1,1,1,1,3,2,3,1,1,4,3,2,3,1,2,2,2,#NULL!,#NULL!,3,4,2,4,1,2,1,7,2,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,2,0,2,2,2,2,2,3,3,1,1,3,3,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,997,7,5,2,6,1,0,0,0,0,0,1,23,0,0,0,997,997,17,4:45:00 PM,65,1,1,441,1,0,0,0,0,0,1,000,000,000,2,2,1,1,3,2,ZIM13,23,1,2,441,8,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1.145038,1.145038,894962,1,Bluff Hill,-17.76972,30.98028,PPLX,6295630|6255146|ZW|10|890299|894962,Earth|Africa|Zimbabwe|Harare|Harare|Bluff Hill,2,1
18,ZIM0077,2,1,440,HARARE,MBARE MATAPI,,500,18440500,997,997,997,997,997,997,997,0,1,1,10-Oct-05,9:46:00 AM,31,1,441,1,1,4,1,1,1,1,2,3,4,3,2,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,1,1,1,3,4,3,3,2,1,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,0,0,0,0,1,1,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,FREEDOM OF SPEECH,FREEDOM OF INTERACTION,THE RIGHT TO CHOOSE ANY POLITICAL PARTY,1,1,1,1,1,1,3,1,4,1,4,4,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,4,1,1,#NULL!,2,3,4,1,4,2,2,3,2,3,3,1,2,1,2,1,2,1,0,0,0,0,0,2,0,0,1,0,3,0,3,3,2,3,3,3,2,2,2,1,0,3,0,0,0,3,2,3,3,2,#NULL!,2,0,0,0,8,11,20,0,1,1,1,1,1,2,3,2,2,1,3,4,1,1,4,1,1,2,1,#NULL!,#NULL!,1,4,1,4,1,2,1,3,2,7,7,7,2,2,0,1,1,0,0,3,3,3,3,3,9,0,3,2,2,2,2,3,3,1,1,3,3,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,441,2,5,10,2,1,1,1,0,0,0,1,6,0,2,1,3,441,19,10:55:00 AM,69,1,1,1,1,0,0,0,0,0,0,000,000,000,1,1,1,1,1,1,ZIM13,23,1,2,441,8,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1.145038,1.145038,1106398,1,Mbare,-17.858061,31.03722,PPLX,6295630|6255146|ZW|10|890299|1106398,Earth|Africa|Zimbabwe|Harare|Harare|Mbare,2,1
18,ZIM0078,1,1,440,HARARE,EASTLEA,,630,18440630,997,997,997,997,997,997,997,1,2,1,12-Oct-05,5:41:00 PM,45,1,441,1,1,4,1,1,1,1,3,2,4,3,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,2,1,1,4,4,3,3,1,1,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,3,4,2,0,0,0,1,1,1,3,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,LIBERTY,NO FURTHER REPLY,NO FURTHER REPLY,1,996,996,1,2,1,3,1,2,1,4,5,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,2,1,1,#NULL!,2,2,2,1,2,4,4,3,3,9,3,1,2,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,9,0,1,2,1,2,2,3,2,2,1,9,1,0,0,0,0,1,0,3,3,2,#NULL!,2,9,1,0,8,11,14,0,1,1,1,1,1,2,1,2,1,1,1,4,1,1,4,1,1,1,1,#NULL!,#NULL!,1,4,1,4,1,1,1,3,1,7,7,7,3,3,3,2,3,1,3,3,3,3,3,3,2,7,2,7,2,2,2,0,0,1,1,3,3,1,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,998,2,4,4,5,1,1,1,0,0,0,1,6,2,2,1,3,998,17,6:42:00 PM,61,2,1,441,1,0,0,0,0,0,0,000,000,000,1,2,2,1,3,2,ZIM13,23,1,2,441,8,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1.145038,1.145038,891889,1,Eastlea North,-17.82444,31.07361,PPLX,6295630|6255146|ZW|10|890299|891889,Earth|Africa|Zimbabwe|Harare|Harare|Eastlea North,2,1
18,ZIM0079,2,1,440,HARARE,MUFAKOSE,,110,18440110,3,997,997,997,997,997,997,0,1,1,12-Oct-05,10:04:00 AM,32,1,441,1,4,4,1,2,1,1,2,3,3,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,1,1,1,0,0,2,3,2,4,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,4,4,2,0,2,2,1,1,3,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,FREEDOM OF EXPRESSION,FREEDOM OF ASSOCIATION,NO FURTHER REPLY,1,1,996,1,1,1,3,3,4,1,4,4,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,1,1,1,#NULL!,1,1,1,4,3,2,2,0,0,3,0,1,3,2,2,1,1,1,0,1,0,0,0,3,0,0,0,0,3,0,3,2,2,2,3,2,2,1,1,1,9,3,2,2,0,2,0,3,3,2,#NULL!,3,2,2,1,1,3,24,0,1,1,1,1,1,1,1,1,1,1,2,3,1,1,4,1,1,3,1,#NULL!,#NULL!,1,4,1,4,1,1,1,3,2,7,7,7,3,3,2,3,3,3,2,3,3,2,3,3,0,3,4,7,2,4,2,3,3,0,0,1,3,1,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,441,3,5,4,5,1,1,1,0,0,1,4,6,0,2,1,2,441,17,11:00:00 AM,56,1,1,1,1,0,0,0,0,0,0,000,000,000,1,1,1,1,1,1,ZIM13,23,1,2,441,8,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1.145038,1.145038,1085492,1,Mufakose,-17.866671,30.922501,PPLX,6295630|6255146|ZW|04|890299|1085492,Earth|Africa|Zimbabwe|Mashonaland East Province|Harare|Mufakose,2,1
18,ZIM0080,2,1,440,HARARE,BUDIRIRO 4,,800,18440800,1,1,997,997,997,997,997,1,2,1,12-Oct-05,12:42:00 PM,31,1,441,1,1,2,1,1,1,1,3,4,4,3,3,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,4,1,1,1,4,4,3,2,0,1,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,4,4,3,0,0,0,1,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,MAJORITY RULE,NO FURTHER REPLY,NO FURTHER REPLY,7,996,996,1,1,1,3,1,4,1,4,4,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,4,1,1,#NULL!,3,4,4,2,2,4,4,2,2,3,2,1,2,2,2,1,1,1,0,0,0,0,0,2,0,0,2,1,3,0,3,1,1,3,2,3,2,1,1,1,1,3,2,3,0,3,3,3,3,3,#NULL!,1,9,9,0,7,8,11,1,1,1,1,1,1,1,3,1,1,1,2,3,1,1,4,1,2,2,1,#NULL!,#NULL!,2,4,1,4,2,1,1,3,2,7,7,7,3,2,3,2,3,3,1,3,3,3,3,3,2,1,4,2,2,2,2,0,1,1,0,3,3,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,441,2,5,10,6,1,1,1,0,0,0,1,6,1,2,1,1,441,17,1:38:00 PM,56,2,1,441,1,0,0,0,0,0,0,000,000,000,1,2,1,1,2,1,ZIM13,23,1,2,441,8,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1.145038,1.145038,1106454,1,Budiriro 4,-17.89389,30.91333,PPLX,6295630|6255146|ZW|04|890299|1106454,Earth|Africa|Zimbabwe|Mashonaland East Province|Harare|Budiriro 4,2,1
18,ZIM0081,1,1,440,HARARE,GLEN VIEW 1,,70,184407000,997,997,997,997,997,997,997,2,1,1,13-Oct-05,4:25:00 PM,35,1,441,1,1,2,1,1,2,2,0,0,4,0,4,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,1,1,1,4,4,0,2,0,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,0,0,0,0,2,7,0,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,PEACE FOR ALL,GOVERNMENT FOR ALL,NO FURTHER REPLY,4,2,996,1,1,1,3,1,1,1,4,4,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,1,1,0,#NULL!,1,1,1,1,1,1,1,3,3,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,7,7,7,7,7,7,3,3,3,#NULL!,4,0,0,0,8,11,3,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,#NULL!,#NULL!,2,4,1,4,1,1,2,4,1,7,7,7,3,3,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,0,0,0,0,3,3,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,997,7,5,2,4,0,1,1,0,0,0,1,10,2,3,1,1,997,17,5:20:00 PM,55,1,1,441,1,0,0,0,0,0,1,021,030,031,1,1,1,1,1,1,ZIM20,22,1,2,440,7,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1.145038,1.145038,11398142,1,Glen View,-17.91077,30.9121,PPLX,6295630|6255146|ZW|04|11398142,Earth|Africa|Zimbabwe|Mashonaland East Province|Glen View,2,1
18,ZIM0082,2,1,440,HARARE,BLUFF HILL,,470,18440470,997,997,997,997,997,997,997,1,2,1,10-Oct-05,3:35:00 PM,32,0,441,1,2,3,2,2,1,1,0,0,2,1,3,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,1,1,1,1,1,2,1,0,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,3,4,1,0,0,0,2,7,1,1,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,FREEDOM,MAJORITY RULE,PEACE,1,7,4,3,1,1,1,1,1,1,4,4,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,,#NULL!,3,1,1,#NULL!,1,1,2,9,5,5,5,2,2,2,2,1,2,3,2,2,2,2,0,0,0,9,0,1,1,1,1,0,9,0,2,2,2,1,1,1,2,2,2,2,2,0,0,0,0,0,0,3,3,3,#NULL!,2,0,3,3,4,17,5,1,1,1,1,1,1,2,2,1,1,1,1,4,2,3,3,2,1,9,9,#NULL!,#NULL!,3,4,3,4,1,2,2,1,1,7,7,7,0,3,1,1,0,0,0,1,3,3,3,3,2,0,1,7,2,2,2,0,3,1,1,2,2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,997,7,5,10,4,1,0,0,1,0,0,0,0,0,0,0,997,997,999,4:38:00 PM,63,2,1,1,1,0,0,0,0,0,0,000,000,000,1,2,1,1,2,1,ZIM19,20,2,2,441,7,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1.145038,1.145038,894962,1,Bluff Hill,-17.76972,30.98028,PPLX,6295630|6255146|ZW|10|890299|894962,Earth|Africa|Zimbabwe|Harare|Harare|Bluff Hill,2,1
