respno,refnumb,casenumb,country,v5,identity,supdem,supold,supnow,supfut,rejone,rejtrd,rejmil,rejdic,rejexp,dmpext,dmpsat,dmpvot,dmpsay,defnew,defjug,defele,spamar,spafee,sparet,spaprv,sapknw,sapmin,sapsat,occup,gender,age,educ,unemp,urbrur,medrad,medtv,mednew,povfoo,povwat,povhth,povelc,povinc,hltmen,aidexp,demoe1,demoe2,demoe3,demmaj,demspc,demele,demmpd,demnec,dememp,demedu,demgap,marsuc,marjob,marear,marrsk,marhse,marcdt,marcom,marsch,maremp,marcrm,sctrust,scint,scdsc,scund,sckloc,sckmp,sckfin,sckvp,nidprd,nidchl,gidprd,gidchl,gidbes,gidstr,pfesol,pfeemp,pfeprc,pfegap,pfenow,pfepas,pfefut,pfeerd,pfegrp,pfrsay,pfrass,pfrvot,pfreql,pfrele,pfrgpt,pfrfai,pfrall,pfrgpr,pfpcrm,pfpsaf,pfpcr1,pfpcr2,pfpcr3,pfpcr4,pfpcr5,trspre,trspol,trscts,trsarm,trsnec,trsbrd,pfgpre,pfgmp,pfgloc,pfgedu,pfghlt,pfghiv,mip1,mip2,legcon,leggov,memrel,memdev,membus,memlab,pidcls,pidwin,parvot,parcom,pariss,parral,parcam,parlet,pardem,parctg,parcti,xstronld,withinwt,acrosswt,combinwt,africawt,afcombwt,race,language,party,area,urbrur_original,urbrur_sample,region,locationlevel1,locationlevel2,townvill,eanumb,uniqueea,geoname_id,precision_code,place_name,latitude,longitude,location_type_code,geoname_adm_code,geoname_adm_name,location_class,geographic_exactness;
ZIM1198,1198,21ZIM,ZIM,12,1,1,99,99,99,1,1,1,1,5,0,1,4,2,1,1,1,1,4,1,4,1,4,1,12,2,27,3,0,1,5,5,5,1,0,1,3,1,3,2,1,0,0,4,1,1,1,1,1,1,4,1,1,1,4,4,4,4,4,4,4,2,1,2,2,9,9,1,1,5,5,5,5,2,3,3,1,1,99,1,1,1,2,3,4,4,4,3,3,5,2,1,62,3,3,99,1,1,2,1,1,2,3,2,1,1,1,2,2,2,3,99,28,16,1,1,1,1,1,0,2,1,1,0,2,0,0,0,2,0,0,4,1,1,1,.73587143,.73587143,1,9,0,16,Urban,,Midlands,Senga 2,Senga Area 2,Gweru,#NULL!,3170,890422,1,Gweru,-19.450001,29.816669,PPLA,6295630|6255146|ZW|02|890422,Earth|Africa|Zimbabwe|Midlands Province|Gweru,2,1;
ZIM1199,1199,22ZIM,ZIM,12,0,2,99,99,99,6,6,6,6,6,9,9,3,6,0,0,0,5,5,5,5,0,97,97,60,2,45,0,0,2,0,0,0,1,0,1,0,1,1,3,80,0,0,9,9,9,9,9,9,9,9,3,9,9,9,8,8,8,1,1,8,9,5,0,9,9,9,9,9,9,9,9,9,9,9,6,9,9,99,3,3,9,2,9,6,6,6,6,9,9,9,1,72,9,6,99,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,99,35,2,3,3,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,9,1,1,1,.73587143,.73587143,1,9,0,20,Rural,,Matabeleland South,Rural,,Rural,#NULL!,3113,886747,4,Matabeleland South Province,-20.9,28.799999,ADM1,6295630|6255146|ZW|07,Earth|Africa|Zimbabwe|Matabeleland South Province,1,1;
ZIM1200,1200,23ZIM,ZIM,12,1,2,99,99,99,1,3,3,1,4,1,1,1,1,1,1,0,1,4,3,5,1,1,1,60,1,20,2,0,2,5,1,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,1,1,1,3,1,4,1,3,4,1,8,4,4,4,2,2,1,1,1,9,1,1,4,4,5,5,5,5,4,1,1,99,2,2,4,2,2,4,4,2,4,9,5,1,1,998,1,4,99,1,1,1,1,1,2,3,9,9,2,1,9,9,1,1,99,31,29,1,3,0,0,0,0,2,1,5,0,4,0,0,4,4,0,0,4,1,1,1,.73587143,.73587143,1,9,0,21,Rural,,Matabeleland North,Sandawana rural,Sandawana,Rural,#NULL!,3089,881698,1,Sandawana,-19.671829,27.384501,PPL,6295630|6255146|ZW|06|881698,Earth|Africa|Zimbabwe|Matabeleland North|Sandawana,2,1;
ZIM1201,1201,24ZIM,ZIM,12,1,1,99,99,99,1,5,1,1,4,0,1,4,4,1,1,1,3,1,4,4,1,4,1,61,1,33,2,0,1,5,5,5,1,0,1,1,1,0,1,2,0,0,1,1,1,1,1,1,1,1,4,4,3,1,1,4,4,1,1,4,2,1,2,4,1,1,1,1,3,5,5,5,5,5,2,1,1,99,1,1,1,3,4,3,4,3,1,9,5,4,1,18,3,2,99,1,2,1,1,1,2,2,1,1,2,1,2,4,2,2,99,9,6,3,1,0,1,0,0,1,1,5,3,3,3,3,4,1,3,0,4,1,1,1,.73587143,.73587143,1,9,0,14,Urban,,Bulawayo,Mzilikazi,,Bulawayo,#NULL!,2772,894701,1,Bulawayo,-20.15,28.58333,PPLA,6295630|6255146|ZW|09|894701,Earth|Africa|Zimbabwe|Bulawayo|Bulawayo,2,1;
ZIM1202,1202,25ZIM,ZIM,12,5,1,99,99,99,5,1,4,1,5,0,1,1,2,1,1,1,1,4,4,4,1,4,1,99,2,19,2,0,1,5,0,4,0,0,0,5,0,3,3,4,0,0,1,1,4,4,1,1,1,1,4,4,1,4,1,1,1,1,1,1,2,3,0,2,1,9,9,1,5,5,5,4,2,2,5,1,1,99,1,1,1,2,1,4,4,4,5,9,4,1,1,61,1,5,99,3,3,4,2,1,2,9,2,1,1,1,2,1,3,1,99,9,29,2,2,1,0,0,0,2,1,3,0,0,0,0,0,4,0,0,1,1,1,1,.73587143,.73587143,1,18,0,22,Urban,,Masvingo,Mucheke,Mucheke,Masvingo,#NULL!,3034,886762,3,Masvingo District,-20.31481,30.90008,ADM2,6295630|6255146|ZW|08|886762,Earth|Africa|Zimbabwe|Masvingo Province|Masvingo District,1,1;
ZIM1203,1203,26ZIM,ZIM,12,5,1,99,99,99,1,1,1,1,4,1,1,4,4,1,1,1,4,3,3,1,1,4,2,99,2,36,2,0,1,5,3,3,2,1,1,1,2,3,1,4,0,0,2,2,1,2,1,2,1,1,4,2,4,4,3,3,4,1,1,4,2,3,1,2,1,1,9,1,4,4,4,4,5,5,4,1,1,99,2,2,2,1,2,4,3,5,5,1,4,3,1,72,3,5,99,2,2,2,2,3,3,2,3,3,3,4,4,2,4,3,99,1,9,3,3,1,1,1,0,1,1,3,1,3,3,4,0,0,2,1,2,1,1,1,.73587143,.73587143,1,18,0,22,Rural,,Masvingo,Bikita rural,Bikita BC,,#NULL!,2990,895082,1,Bikita,-20.08213,31.623159,PPL,6295630|6255146|ZW|08|895082,Earth|Africa|Zimbabwe|Masvingo Province|Bikita,2,1;
ZIM1204,1204,27ZIM,ZIM,12,5,1,99,99,99,3,2,1,1,4,2,2,2,4,1,1,1,4,2,2,4,1,4,2,99,1,59,2,0,2,1,1,1,1,2,1,3,2,3,1,4,0,0,1,3,2,4,1,1,1,3,4,4,3,3,4,1,3,4,1,4,2,1,2,4,1,1,9,1,5,4,5,5,4,4,5,1,1,99,1,1,1,1,2,4,6,4,5,4,5,2,1,72,1,4,99,3,3,3,2,4,2,2,4,4,3,4,4,4,1,4,99,9,36,2,4,0,1,0,0,1,1,3,0,3,3,4,4,0,3,1,1,1,1,1,.73587143,.73587143,1,18,0,22,Rural,,Masvingo,Taru - rural,Taru BC,,#NULL!,3061,886761,4,Masvingo Province,-20.6,31.4,ADM1,6295630|6255146|ZW|08,Earth|Africa|Zimbabwe|Masvingo Province,1,1;
ZIM1205,1205,28ZIM,ZIM,12,6,1,99,99,99,1,2,1,1,1,0,0,1,1,1,1,1,1,4,2,4,1,4,1,48,1,20,2,1,1,4,4,5,1,1,1,2,2,1,1,11,0,0,1,1,2,1,1,3,3,1,4,4,1,4,1,1,1,4,1,1,2,2,2,2,9,99,1,0,5,5,1,1,2,5,1,2,1,99,1,1,1,1,1,2,4,4,3,2,5,1,1,63,1,2,99,1,1,1,2,1,1,1,4,9,4,1,1,1,2,2,99,19,29,4,1,1,1,0,0,2,1,2,0,1,0,0,1,4,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Dzivaresekwa,Dzivaresekwa,Harare,#NULL!,2787,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1206,1206,29ZIM,ZIM,12,1,3,99,99,99,1,3,2,4,5,3,4,2,2,8,1,1,3,1,3,2,1,3,4,47,2,50,3,0,1,5,3,1,2,0,0,0,1,3,1,80,0,0,2,4,3,9,1,3,9,4,2,2,2,2,4,4,1,2,4,3,9,4,0,1,0,1,1,1,5,2,2,3,4,2,2,4,3,99,3,1,2,2,3,2,4,5,1,3,4,2,3,997,3,3,99,2,4,2,4,2,4,3,2,2,4,2,4,1,1,2,99,19,9,5,3,0,1,1,0,2,1,2,2,2,4,0,2,2,0,0,1,1,1,1,.73587143,.73587143,1,999,0,16,Urban,,Midlands,Mvuma,Mvuma,Mvuma,#NULL!,3174,884814,1,Mvuma,-19.27924,30.52828,PPL,6295630|6255146|ZW|02|884814,Earth|Africa|Zimbabwe|Midlands Province|Mvuma,2,1;
ZIM1207,1207,30ZIM,ZIM,12,5,99,99,99,99,1,3,4,5,4,2,1,2,2,1,1,1,3,1,2,3,0,97,97,98,2,22,2,0,1,4,3,5,0,1,0,1,1,2,1,0,0,0,1,3,4,2,9,1,4,3,2,2,2,1,4,2,4,1,1,3,2,2,9,5,1,0,9,1,9,2,1,3,5,9,5,2,4,99,4,1,4,2,2,3,5,3,4,2,1,2,3,997,3,2,99,9,1,3,1,3,3,4,2,1,3,9,99,2,1,2,99,19,9,5,9,9,1,1,1,2,1,2,9,3,2,0,4,2,0,0,4,1,1,1,.73587143,.73587143,1,999,0,22,Rural,,Masvingo,Rural,Nezaka,Rural,#NULL!,3051,895082,1,Bikita,-20.08213,31.623159,PPL,6295630|6255146|ZW|08|895082,Earth|Africa|Zimbabwe|Masvingo Province|Bikita,2,1;
ZIM1208,1208,31ZIM,ZIM,12,0,2,99,99,99,1,2,3,5,2,2,4,3,4,1,8,9,3,4,4,4,0,97,97,54,1,30,1,0,1,3,0,4,2,1,1,1,2,3,2,80,0,0,4,3,2,1,2,3,2,3,4,2,3,4,1,2,4,2,3,4,2,3,1,5,9,9,1,1,4,2,2,3,4,5,5,4,3,99,2,2,4,5,4,1,3,5,2,1,3,4,9,997,2,4,99,3,3,2,4,2,3,4,2,3,2,4,4,4,2,1,99,1,27,4,5,1,1,1,1,2,1,3,0,4,1,2,1,2,0,0,3,1,1,1,.73587143,.73587143,1,18,0,16,Rural,,Midlands,Maboleni rural,Maboleni,,#NULL!,3156,888133,1,Maboleni Council Hall,-19.283331,29.41667,BLDG,6295630|6255146|ZW|00,Earth|Africa|Zimbabwe|Maboleni Council Hall,3,1;
ZIM1209,1209,32ZIM,ZIM,12,1,4,99,99,99,2,3,5,2,1,2,4,2,3,8,1,8,2,2,2,2,0,97,97,51,1,33,3,0,1,5,3,1,1,1,1,1,2,3,4,4,0,0,2,3,1,3,4,2,4,9,2,4,2,2,4,4,4,2,3,4,2,2,0,3,9,9,1,1,3,2,2,3,5,4,3,3,3,99,2,1,1,2,2,1,3,4,6,1,4,3,1,69,1,2,99,2,1,4,3,2,3,2,1,4,9,1,9,2,3,2,99,19,10,4,5,0,1,1,1,2,1,3,9,3,1,4,2,2,0,2,2,1,1,1,.73587143,.73587143,1,22,0,16,Urban,,Midlands,Mvuma,Mvuma,Mvuma,#NULL!,3174,884814,1,Mvuma,-19.27924,30.52828,PPL,6295630|6255146|ZW|02|884814,Earth|Africa|Zimbabwe|Midlands Province|Mvuma,2,1;
ZIM1210,1210,33ZIM,ZIM,12,5,4,99,99,99,1,3,5,2,4,2,4,2,4,8,8,1,2,2,2,9,0,97,97,59,1,27,2,0,1,5,5,3,2,0,2,5,1,3,1,4,0,0,2,3,4,3,2,1,3,9,2,4,2,3,4,4,3,4,1,2,2,1,0,5,1,1,9,9,2,2,1,3,4,5,4,1,4,99,3,3,4,4,2,2,3,5,3,2,4,2,3,997,2,1,99,2,1,2,4,3,2,3,1,4,2,3,1,2,9,1,99,19,9,5,3,1,1,0,1,2,1,2,2,3,2,4,1,1,0,5,1,1,1,1,.73587143,.73587143,1,18,0,22,Rural,,Masvingo,Nezaka - rural,Nezaka,,#NULL!,3046,886761,4,Masvingo Province,-20.6,31.4,ADM1,6295630|6255146|ZW|08,Earth|Africa|Zimbabwe|Masvingo Province,1,1;
ZIM1211,1211,34ZIM,ZIM,12,6,2,99,99,99,1,2,3,1,4,0,1,4,5,8,8,8,2,2,1,2,1,3,1,49,2,23,2,0,1,0,0,4,0,0,2,1,1,3,2,80,0,0,2,3,1,4,9,2,1,9,3,3,4,4,1,1,3,1,1,1,1,4,0,3,9,9,9,1,3,1,1,3,4,5,3,1,1,99,2,2,3,2,99,1,2,4,2,1,2,3,1,42,3,1,99,3,4,2,3,2,2,9,2,4,9,2,2,4,1,2,99,9,19,3,2,1,1,1,1,1,0,4,0,3,1,4,2,2,0,0,4,1,1,1,.73587143,.73587143,1,9,22,16,Rural,,Midlands,Maboleni rural,Maboleni,,#NULL!,3156,888133,1,Maboleni Council Hall,-19.283331,29.41667,BLDG,6295630|6255146|ZW|00,Earth|Africa|Zimbabwe|Maboleni Council Hall,3,1;
ZIM1212,1212,35ZIM,ZIM,12,6,1,99,99,99,1,1,1,1,1,0,2,4,1,1,1,1,2,1,1,1,1,4,1,54,1,32,1,0,2,4,4,5,0,0,1,5,1,1,2,80,0,0,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,2,4,1,1,9,9,9,1,4,4,4,4,4,4,1,3,4,99,1,1,1,1,2,4,4,4,4,9,4,3,1,70,1,4,99,1,2,1,1,9,3,1,1,1,9,9,2,1,3,1,99,34,29,3,1,0,0,0,0,2,1,3,0,4,4,0,4,0,0,2,4,1,1,1,.73587143,.73587143,1,18,0,17,Urban,,Mashonaland West,Banket,Banket,Banket,#NULL!,2932,895417,1,Banket,-17.383329,30.4,PPL,6295630|6255146|ZW|05|895417,Earth|Africa|Zimbabwe|Mashonaland West|Banket,2,1;
ZIM1213,1213,36ZIM,ZIM,12,4,1,99,99,99,1,1,1,1,1,0,1,1,3,1,1,1,2,4,3,4,1,4,1,54,2,40,1,1,2,4,4,1,1,0,1,5,1,1,2,80,0,0,1,1,1,2,2,1,2,2,1,4,2,4,4,4,4,4,4,4,2,2,0,5,1,9,9,9,3,4,3,4,4,4,6,1,1,99,1,1,9,1,3,6,6,2,2,9,4,3,1,70,1,6,99,1,2,1,1,1,3,3,3,3,3,1,1,2,1,1,99,13,29,3,1,0,0,0,0,2,1,2,0,4,2,2,4,0,0,0,4,1,1,1,.73587143,.73587143,1,18,0,17,Urban,,Mashonaland West,Banket,Banket,Banket,#NULL!,2932,895417,1,Banket,-17.383329,30.4,PPL,6295630|6255146|ZW|05|895417,Earth|Africa|Zimbabwe|Mashonaland West|Banket,2,1;
ZIM1214,1214,37ZIM,ZIM,12,4,1,99,99,99,4,4,1,1,2,3,4,4,1,0,0,0,4,1,1,1,1,4,1,49,2,35,1,0,2,4,0,0,0,0,0,0,0,1,2,1,0,0,1,1,1,2,1,1,1,1,4,4,1,3,4,3,3,1,1,1,2,4,0,1,9,9,9,9,5,5,4,5,4,1,4,1,1,99,1,1,1,2,2,2,2,1,1,9,5,5,3,997,1,4,99,9,9,4,9,2,2,1,2,3,4,3,3,9,1,3,99,19,35,9,2,1,0,0,0,1,2,5,0,0,0,0,0,0,0,0,4,1,1,1,.73587143,.73587143,1,18,27,17,Urban,,Mashonaland West,Banket,Banket,Banket,#NULL!,2932,895417,1,Banket,-17.383329,30.4,PPL,6295630|6255146|ZW|05|895417,Earth|Africa|Zimbabwe|Mashonaland West|Banket,2,1;
ZIM1215,1215,38ZIM,ZIM,12,4,1,99,99,99,4,1,1,1,4,3,5,4,1,8,0,0,3,2,2,1,1,4,1,49,1,36,2,0,2,5,0,5,2,0,1,3,1,1,2,0,0,0,1,1,1,1,1,1,1,1,4,5,4,5,2,1,1,8,8,1,2,3,1,1,9,9,1,9,5,5,1,4,4,5,1,3,1,99,1,1,1,2,2,5,4,4,1,4,5,5,3,997,4,1,99,3,9,9,4,2,4,4,2,1,2,3,2,2,4,3,99,5,9,1,3,0,0,1,1,2,1,1,0,1,3,0,0,0,3,0,4,1,1,1,.73587143,.73587143,1,18,0,17,Urban,,Mashonaland West,Banket,Banket,Banket,#NULL!,2932,895417,1,Banket,-17.383329,30.4,PPL,6295630|6255146|ZW|05|895417,Earth|Africa|Zimbabwe|Mashonaland West|Banket,2,1;
ZIM1216,1216,39ZIM,ZIM,12,1,4,99,99,99,6,6,6,6,6,9,1,1,1,0,0,0,4,2,1,1,1,5,2,54,2,34,0,1,2,0,1,0,2,0,2,5,2,2,2,80,0,0,9,9,9,9,9,9,9,9,4,1,4,1,2,1,8,1,8,1,9,2,0,1,9,9,9,9,2,9,2,3,9,3,1,9,1,99,1,1,1,3,3,2,6,6,6,9,5,9,3,997,2,6,99,9,9,9,9,9,3,3,3,9,2,9,9,6,3,2,99,9,9,9,9,0,0,0,0,3,1,5,0,4,2,0,0,0,0,0,9,1,1,1,.73587143,.73587143,1,18,0,17,Rural,,Mashonaland West,Rural,Banket,Banket rural,#NULL!,2966,895417,1,Banket,-17.383329,30.4,PPL,6295630|6255146|ZW|05|895417,Earth|Africa|Zimbabwe|Mashonaland West|Banket,2,1;
ZIM1217,1217,40ZIM,ZIM,12,1,1,99,99,99,1,1,2,1,5,9,0,4,1,0,0,0,4,1,1,1,1,4,1,60,2,48,2,99,2,4,0,0,0,2,2,3,2,1,2,6,0,0,1,1,1,1,1,1,1,3,4,4,2,4,3,4,4,4,1,4,2,4,1,1,1,1,9,1,5,99,5,5,3,3,2,1,1,99,1,1,1,1,3,2,2,3,4,2,5,3,1,69,2,2,99,1,1,9,1,1,2,1,4,9,4,1,1,9,2,3,99,10,19,1,1,1,1,1,0,1,2,3,3,3,3,2,4,4,3,0,4,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,Rural,Zvavahera - Gutu,Gutu rural,#NULL!,3054,890589,3,Gutu District,-19.608841,31.250589,ADM2,6295630|6255146|ZW|08|890589,Earth|Africa|Zimbabwe|Masvingo Province|Gutu District,1,1;
ZIM1218,1218,41ZIM,ZIM,12,1,4,99,99,99,5,1,1,1,5,9,0,4,1,1,1,1,1,4,1,1,1,1,1,60,1,19,2,1,2,5,0,0,1,0,2,3,2,2,2,11,0,0,1,1,1,1,1,1,1,1,3,2,4,4,8,1,2,1,4,4,2,3,2,5,1,1,9,1,5,99,4,4,3,3,6,1,1,99,1,1,1,1,3,6,6,6,6,1,5,3,1,69,1,6,99,2,2,2,2,2,1,2,4,1,4,1,1,4,1,1,99,16,27,4,1,1,1,0,0,2,1,2,3,3,4,4,4,2,3,3,4,1,1,1,.73587143,.73587143,1,18,0,22,Rural,,Masvingo,Rural,Nyemba - Bikita,Rural,#NULL!,3051,895082,1,Bikita,-20.08213,31.623159,PPL,6295630|6255146|ZW|08|895082,Earth|Africa|Zimbabwe|Masvingo Province|Bikita,2,1;
ZIM1219,1219,42ZIM,ZIM,12,1,2,99,99,99,1,4,1,1,5,2,0,4,4,8,0,0,1,4,4,1,1,4,1,48,1,43,2,0,1,5,5,5,1,1,1,1,1,1,2,11,0,0,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,1,4,4,2,2,1,5,1,1,1,1,3,5,5,5,3,3,4,3,1,99,1,1,1,1,3,4,4,4,4,4,5,5,3,997,3,4,99,2,2,3,2,2,2,2,9,2,2,2,3,2,2,2,99,16,10,3,1,0,0,0,0,2,1,3,0,0,2,0,4,1,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Budiriro,Budiriro,Harare,#NULL!,2784,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1220,1220,43ZIM,ZIM,12,1,1,99,99,99,1,1,1,1,5,9,0,4,1,1,1,1,4,4,4,4,1,4,1,60,1,19,2,1,1,5,0,3,0,1,1,3,2,0,1,11,0,0,1,1,1,1,1,1,1,1,5,2,2,4,3,1,1,1,4,1,2,4,0,1,9,9,0,1,5,99,3,5,3,3,6,1,1,99,1,1,1,1,3,6,6,6,6,9,5,3,1,67,3,6,99,2,1,1,5,2,1,2,4,1,2,2,9,3,1,1,99,9,19,1,1,0,0,0,0,2,1,2,0,4,4,0,4,4,0,0,4,1,1,1,.73587143,.73587143,1,18,0,16,Urban,,Midlands,Athens Mine,Athens Mine Mvuma,Mvuma,#NULL!,3131,884814,1,Mvuma,-19.27924,30.52828,PPL,6295630|6255146|ZW|02|884814,Earth|Africa|Zimbabwe|Midlands Province|Mvuma,2,1;
ZIM1221,1221,44ZIM,ZIM,12,6,2,99,99,99,1,1,2,1,4,2,4,1,2,1,1,1,3,2,3,1,0,97,97,45,2,30,2,0,1,5,0,4,0,0,1,1,2,0,1,1,5,0,1,1,1,1,1,1,1,2,3,3,4,4,3,1,2,1,1,4,2,2,1,4,1,1,1,1,5,4,5,4,4,5,4,1,1,99,2,2,1,1,1,1,4,5,5,2,4,2,1,72,3,4,99,9,9,9,1,3,1,3,3,1,2,3,2,1,3,3,99,1,9,2,2,1,0,1,1,1,1,3,0,3,3,2,0,0,2,1,1,1,1,1,.73587143,.73587143,1,18,0,16,Urban,,Midlands,Mvuma High Density,Mvuma,Mvuma,#NULL!,3174,884814,1,Mvuma,-19.27924,30.52828,PPL,6295630|6255146|ZW|02|884814,Earth|Africa|Zimbabwe|Midlands Province|Mvuma,2,1;
ZIM1222,1222,45ZIM,ZIM,12,1,2,99,99,99,1,2,4,2,5,2,4,4,4,8,1,1,2,2,2,2,0,97,97,50,1,22,3,0,1,5,4,3,1,1,2,2,1,3,1,80,0,0,1,2,3,4,3,2,1,9,2,1,1,2,2,1,4,1,1,4,1,3,1,5,99,1,5,0,5,1,1,2,3,4,1,4,4,99,2,1,1,2,4,1,2,4,3,3,4,5,1,69,2,5,99,4,9,2,5,3,4,2,1,3,4,1,1,2,3,1,99,19,9,4,5,0,1,1,0,2,1,2,9,3,1,0,1,3,0,0,2,1,1,1,.73587143,.73587143,1,18,0,22,Urban,,Masvingo,Mucheke,Mucheke,Masvingo,#NULL!,3034,886762,3,Masvingo District,-20.31481,30.90008,ADM2,6295630|6255146|ZW|08|886762,Earth|Africa|Zimbabwe|Masvingo Province|Masvingo District,1,1;
ZIM1223,1223,46ZIM,ZIM,12,5,1,99,99,99,2,4,1,1,4,1,2,1,3,1,0,1,4,4,4,4,1,4,2,47,1,49,2,1,2,4,0,3,1,2,1,1,1,2,1,80,0,0,1,1,1,1,1,1,1,1,1,4,4,2,3,4,1,3,1,4,2,2,0,3,9,9,9,1,5,5,5,5,2,2,1,1,1,99,1,2,2,4,4,4,5,5,4,3,5,2,1,64,3,4,99,2,2,2,3,2,3,3,2,9,3,2,1,3,2,1,99,9,13,3,1,1,1,1,0,1,2,3,0,3,2,0,4,0,0,0,4,1,1,1,.73587143,.73587143,1,9,27,20,Rural,,Matabeleland South,Mazeya rural,Mazeya,Insiza - rural,#NULL!,3105,889795,1,Insiza,-19.783331,29.200001,PPL,6295630|6255146|ZW|07|889795,Earth|Africa|Zimbabwe|Matabeleland South Province|Insiza,2,1;
ZIM1224,1224,47ZIM,ZIM,12,6,4,99,99,99,1,2,4,1,4,9,1,4,4,0,0,0,4,1,1,1,1,1,1,49,1,22,2,0,1,5,5,4,0,0,0,0,2,1,2,5,0,0,1,1,1,1,1,1,1,2,4,4,1,4,1,1,4,1,1,1,2,4,1,2,9,9,9,1,3,3,1,1,1,2,1,1,1,99,1,2,2,3,1,2,1,2,2,1,5,1,1,46,2,1,99,1,1,2,2,1,2,1,2,1,3,1,2,9,2,2,99,5,4,2,1,1,1,0,0,1,0,1,2,4,4,0,4,4,0,0,4,1,1,1,.73587143,.73587143,1,18,14,14,Urban,,Bulawayo,Njube,Njube,Bulawayo,#NULL!,2776,894701,1,Bulawayo,-20.15,28.58333,PPLA,6295630|6255146|ZW|09|894701,Earth|Africa|Zimbabwe|Bulawayo|Bulawayo,2,1;
ZIM1225,1225,48ZIM,ZIM,12,4,1,99,99,99,2,5,1,1,4,1,1,3,2,1,1,1,2,4,4,4,1,4,1,12,2,40,2,1,2,1,0,0,1,2,1,3,2,1,1,7,5,0,1,2,2,2,1,1,1,1,4,1,4,4,4,1,4,4,4,4,2,2,1,5,9,9,9,1,5,5,5,5,2,5,2,2,1,99,1,1,1,3,3,5,4,4,3,1,5,4,3,997,1,4,99,2,9,1,2,2,3,4,2,9,9,2,9,2,1,1,99,9,19,3,1,1,1,1,0,1,0,3,2,3,2,4,0,0,0,0,4,1,1,1,.73587143,.73587143,1,9,22,20,Rural,,Matabeleland South,Isonomy - farm,Isonomy,,#NULL!,3100,7506476,1,Isonomy,-20.45223,29.371401,FRM,6295630|6255146|ZW|07|7506476,Earth|Africa|Zimbabwe|Matabeleland South Province|Isonomy,3,1;
ZIM1226,1226,49ZIM,ZIM,12,5,1,99,99,99,3,2,1,2,4,9,2,1,2,0,0,0,4,1,1,2,0,97,97,60,2,20,1,0,2,4,3,0,1,1,1,3,2,3,1,0,0,0,9,2,1,2,1,1,2,2,4,4,1,4,1,1,4,1,1,1,2,2,1,4,9,9,9,9,5,5,4,5,4,4,1,2,2,99,1,1,2,2,4,2,2,5,2,3,5,4,3,997,3,2,99,1,1,2,2,1,2,4,2,9,4,1,1,2,3,2,99,15,35,3,2,0,0,1,0,1,0,2,0,1,0,0,4,0,0,0,4,1,1,1,.73587143,.73587143,1,9,26,20,Rural,,Matabeleland South,Rural,,Rural,#NULL!,3113,886747,4,Matabeleland South Province,-20.9,28.799999,ADM1,6295630|6255146|ZW|07,Earth|Africa|Zimbabwe|Matabeleland South Province,1,1;
ZIM1227,1227,50ZIM,ZIM,12,6,1,99,99,99,5,5,5,5,5,1,2,4,5,0,0,0,4,1,1,4,1,4,1,60,2,26,2,0,2,0,0,0,0,2,0,3,2,1,1,80,0,0,2,1,1,2,2,1,3,2,4,4,1,4,3,1,3,1,1,1,2,2,1,1,1,1,9,1,5,5,1,1,1,5,4,1,2,99,1,3,3,1,1,5,5,5,5,4,5,2,3,997,4,4,99,3,3,4,2,2,3,3,3,3,3,9,1,1,4,4,99,19,16,1,1,1,0,0,0,2,1,1,0,2,2,0,0,4,0,0,4,1,1,1,.73587143,.73587143,1,9,0,21,Rural,,Matabeleland North,Rural,Tsholotsho,Rural,#NULL!,3083,879905,1,Tsholotsho,-19.755619,27.765079,PPL,6295630|6255146|ZW|06|879905,Earth|Africa|Zimbabwe|Matabeleland North|Tsholotsho,2,1;
ZIM1228,1228,51ZIM,ZIM,12,6,2,99,99,99,1,1,1,1,3,1,1,4,5,1,1,1,2,4,3,4,1,1,1,42,2,23,3,0,1,5,5,5,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,4,4,1,1,1,4,1,2,1,1,4,9,9,1,1,1,3,4,5,3,4,4,1,1,99,1,1,1,1,2,5,4,4,3,2,5,1,1,71,1,3,99,2,2,2,2,2,2,4,4,1,1,1,2,9,1,1,99,7,9,2,2,1,0,0,0,2,1,1,0,1,0,4,4,3,0,0,4,1,1,1,.73587143,.73587143,1,9,0,14,Urban,,Bulawayo,City Centre,City Bulawayo,Bulawayo,#NULL!,2765,894701,1,Bulawayo,-20.15,28.58333,PPLA,6295630|6255146|ZW|09|894701,Earth|Africa|Zimbabwe|Bulawayo|Bulawayo,2,1;
