respno,refnumb,casenumb,country,v5,identity,supdem,supold,supnow,supfut,rejone,rejtrd,rejmil,rejdic,rejexp,dmpext,dmpsat,dmpvot,dmpsay,defnew,defjug,defele,spamar,spafee,sparet,spaprv,sapknw,sapmin,sapsat,occup,gender,age,educ,unemp,urbrur,medrad,medtv,mednew,povfoo,povwat,povhth,povelc,povinc,hltmen,aidexp,demoe1,demoe2,demoe3,demmaj,demspc,demele,demmpd,demnec,dememp,demedu,demgap,marsuc,marjob,marear,marrsk,marhse,marcdt,marcom,marsch,maremp,marcrm,sctrust,scint,scdsc,scund,sckloc,sckmp,sckfin,sckvp,nidprd,nidchl,gidprd,gidchl,gidbes,gidstr,pfesol,pfeemp,pfeprc,pfegap,pfenow,pfepas,pfefut,pfeerd,pfegrp,pfrsay,pfrass,pfrvot,pfreql,pfrele,pfrgpt,pfrfai,pfrall,pfrgpr,pfpcrm,pfpsaf,pfpcr1,pfpcr2,pfpcr3,pfpcr4,pfpcr5,trspre,trspol,trscts,trsarm,trsnec,trsbrd,pfgpre,pfgmp,pfgloc,pfgedu,pfghlt,pfghiv,mip1,mip2,legcon,leggov,memrel,memdev,membus,memlab,pidcls,pidwin,parvot,parcom,pariss,parral,parcam,parlet,pardem,parctg,parcti,xstronld,withinwt,acrosswt,combinwt,africawt,afcombwt,race,language,party,area,urbrur_original,urbrur_sample,region,locationlevel1,locationlevel2,townvill,eanumb,uniqueea,geoname_id,precision_code,place_name,latitude,longitude,location_type_code,geoname_adm_code,geoname_adm_name,location_class,geographic_exactness;
ZIM1356,1356,179ZIM,ZIM,12,6,1,99,99,99,5,1,4,1,4,2,1,3,4,1,8,1,3,2,1,2,1,4,4,50,2,27,1,0,1,5,5,5,2,2,2,2,1,1,1,7,0,0,1,1,2,1,1,1,1,1,4,4,2,2,1,3,3,4,1,3,2,1,2,3,98,9,9,9,5,5,2,2,1,1,4,1,1,99,1,1,1,1,4,5,4,4,3,3,5,3,3,997,3,4,99,2,2,2,3,3,4,4,4,4,4,3,2,98,4,3,99,9,34,3,3,1,0,0,0,1,0,3,0,1,3,3,0,0,0,5,1,1,1,1,.73587143,.73587143,1,18,22,23,Urban,,Harare,Dzivaresekwa,Dzivaresekwa,Harare,#NULL!,2787,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1357,1357,180ZIM,ZIM,12,5,1,99,99,99,2,2,1,1,4,1,1,2,6,1,1,0,4,1,4,2,1,4,2,53,2,57,2,0,2,4,1,1,0,1,1,0,2,3,1,11,0,0,2,4,4,2,1,1,1,2,4,3,3,4,3,1,1,4,1,4,2,3,1,2,98,1,9,9,5,5,5,4,4,4,5,1,1,99,3,2,3,2,2,3,3,2,4,4,5,2,3,997,2,5,99,3,2,1,2,3,1,2,3,1,2,4,3,4,4,3,99,9,18,2,2,1,0,1,0,2,1,3,0,3,0,0,0,0,1,1,4,1,1,1,.73587143,.73587143,1,18,0,19,Rural,,Mashonaland East,Wiltshire Farms,Wilsthire,Chivu,#NULL!,2926,886842,4,Mashonaland East Province,-17.966669,31.66667,ADM1,6295630|6255146|ZW|04,Earth|Africa|Zimbabwe|Mashonaland East Province,1,1;
ZIM1358,1358,181ZIM,ZIM,12,6,1,99,99,99,1,1,3,1,5,2,4,4,5,1,1,1,4,3,1,9,1,4,1,99,2,46,2,0,1,5,0,0,1,1,1,1,1,3,1,11,0,0,1,1,2,2,2,2,1,3,4,4,4,3,3,4,4,4,1,1,2,3,1,2,1,1,9,1,4,5,4,4,4,4,5,1,1,99,1,1,1,1,2,4,4,5,5,4,5,2,1,45,1,5,99,2,2,1,4,2,1,2,3,2,1,1,2,1,3,3,99,1,9,4,4,1,1,0,1,2,1,3,0,3,0,0,0,0,3,1,3,1,1,1,.73587143,.73587143,1,18,0,22,Rural,,Masvingo,Jerera - Rural,Jerera,Rural,#NULL!,3019,7507048,1,Jerera,-19.738701,31.669861,PPL,6295630|6255146|ZW|08|7507048,Earth|Africa|Zimbabwe|Masvingo Province|Jerera,2,1;
ZIM1359,1359,182ZIM,ZIM,12,6,1,99,99,99,4,1,1,1,5,0,1,3,2,1,1,1,2,2,4,2,1,4,1,48,1,32,2,1,99,5,3,4,2,1,2,2,2,1,1,4,0,0,1,1,1,1,1,1,1,2,2,2,3,3,3,4,3,4,1,1,2,1,2,2,98,9,9,1,5,5,2,2,5,5,5,1,1,99,2,1,1,1,1,4,4,5,5,4,5,2,1,64,3,5,99,1,1,1,1,1,3,3,3,2,4,1,2,98,3,3,99,16,9,3,1,0,0,0,0,1,2,2,0,3,3,0,4,4,1,1,4,1,1,1,.73587143,.73587143,1,999,27,23,Urban,,Harare,Dzivaresekwa,Dzivaresekwa,Harare,#NULL!,2787,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1360,1360,183ZIM,ZIM,12,5,1,99,99,99,5,5,1,1,4,3,1,4,3,1,1,1,4,2,1,2,1,4,2,12,2,64,2,0,2,5,5,0,0,0,1,0,2,0,1,4,0,0,1,1,2,2,2,2,1,1,4,1,4,3,1,1,2,4,1,1,2,3,1,2,1,1,9,9,5,5,5,4,4,4,4,1,1,99,1,2,1,1,4,4,4,5,5,4,5,4,3,997,2,5,99,3,2,3,1,4,1,1,2,3,3,3,3,4,4,2,99,1,9,3,3,1,1,1,0,1,2,99,0,3,3,2,0,0,3,1,1,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,Taru - Rural,Taru,,#NULL!,3062,886761,4,Masvingo Province,-20.6,31.4,ADM1,6295630|6255146|ZW|08,Earth|Africa|Zimbabwe|Masvingo Province,1,1;
ZIM1361,1361,184ZIM,ZIM,12,5,2,99,99,99,4,2,2,2,4,2,4,2,2,1,8,99,1,3,1,1,1,1,3,99,2,16,2,0,1,4,5,4,0,1,0,0,1,1,2,0,0,0,2,3,1,1,1,1,1,1,4,4,1,4,3,1,1,4,4,1,2,4,0,2,0,9,9,1,4,5,4,2,2,4,2,2,2,99,2,1,4,4,2,1,3,4,2,9,4,3,1,72,2,2,99,3,3,2,3,2,3,3,3,3,3,2,2,2,2,3,99,19,29,4,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,1,1,1,.73587143,.73587143,1,18,0,16,Rural,,Midlands,Insukamini,Insukumini,Gweru,#NULL!,3143,890422,1,Gweru,-19.450001,29.816669,PPLA,6295630|6255146|ZW|02|890422,Earth|Africa|Zimbabwe|Midlands Province|Gweru,2,1;
ZIM1362,1362,185ZIM,ZIM,12,5,1,99,99,99,2,1,1,1,5,3,1,1,1,1,1,0,1,4,3,2,1,1,1,99,1,38,1,1,1,5,0,4,1,1,0,1,2,1,1,0,0,0,1,1,1,2,1,1,1,3,4,4,4,2,4,3,3,3,3,4,2,2,2,2,1,0,1,1,5,5,5,4,4,5,5,1,1,99,1,1,1,1,2,4,5,4,4,2,5,4,3,997,2,4,99,1,1,1,99,2,1,1,3,2,2,2,99,3,3,1,99,5,16,2,1,0,1,1,1,2,1,3,1,2,4,0,0,0,2,2,1,1,1,1,.73587143,.73587143,1,18,0,16,Rural,,Midlands,Insukamini,Insukumini,Gweru,#NULL!,3143,890422,1,Gweru,-19.450001,29.816669,PPLA,6295630|6255146|ZW|02|890422,Earth|Africa|Zimbabwe|Midlands Province|Gweru,2,1;
ZIM1363,1363,186ZIM,ZIM,12,5,1,99,99,99,1,1,5,1,3,2,1,3,4,1,1,1,4,3,3,1,1,4,1,99,2,51,1,0,2,4,0,0,2,2,1,0,2,3,1,0,0,0,2,2,4,2,2,2,1,9,2,2,4,1,3,1,2,1,2,2,2,2,1,2,1,1,9,1,5,5,4,4,3,3,5,1,1,99,2,2,4,2,2,4,5,4,5,3,5,2,3,997,3,5,99,2,2,3,2,2,3,3,3,2,3,2,3,2,3,2,99,4,19,9,9,1,1,1,0,1,2,3,0,3,3,3,0,0,0,0,1,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,Devuli - Rural,Devuli Ranch,,#NULL!,3015,892407,1,Devuli Ranch,-20.133329,32.099998,BLDG,6295630|6255146|ZW|00,Earth|Africa|Zimbabwe|Devuli Ranch,3,1;
ZIM1364,1364,187ZIM,ZIM,12,5,1,99,99,99,5,1,1,1,3,2,1,1,4,1,1,1,4,2,2,1,1,4,1,99,1,42,1,0,2,4,0,0,2,2,1,3,2,3,1,11,0,0,1,1,1,1,1,2,2,9,1,2,3,3,3,1,1,4,4,1,2,2,2,2,1,9,9,1,5,5,2,4,4,4,5,1,1,99,1,1,1,1,1,4,4,5,5,4,5,2,3,997,3,4,99,2,3,3,2,2,4,3,4,4,4,2,2,4,3,3,99,9,19,4,3,1,1,0,0,1,2,3,0,3,3,3,0,0,3,1,2,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,Devuli - Rural,Devuli Ranch,Zengeya - Rural,#NULL!,3016,892406,1,Devuli Ranch,-20.15,32.116669,FRM,6295630|6255146|ZW|08|892406,Earth|Africa|Zimbabwe|Masvingo Province|Devuli Ranch,3,1;
ZIM1365,1365,188ZIM,ZIM,12,6,1,99,99,99,5,1,1,1,3,1,1,4,2,1,1,1,4,2,1,4,1,4,1,99,1,21,2,99,1,5,4,4,0,0,0,0,2,0,4,1,5,0,1,1,1,1,1,1,1,1,1,4,4,3,1,4,4,1,1,1,2,1,1,2,1,1,9,1,5,5,1,2,2,2,4,1,1,99,1,1,1,1,1,4,5,4,4,4,5,4,3,997,3,4,99,4,2,2,3,4,4,4,4,4,4,4,3,4,4,4,99,7,29,3,3,0,0,0,0,1,2,2,0,3,3,3,0,0,0,0,4,1,1,1,.73587143,.73587143,1,18,27,22,Urban,,Masvingo,Mucheke,Mucheke,Masvingo,#NULL!,3034,886762,3,Masvingo District,-20.31481,30.90008,ADM2,6295630|6255146|ZW|08|886762,Earth|Africa|Zimbabwe|Masvingo Province|Masvingo District,1,1;
ZIM1366,1366,189ZIM,ZIM,12,5,1,99,99,99,5,2,1,1,4,0,1,1,4,1,1,1,4,2,1,4,1,1,1,53,1,35,2,0,99,4,0,0,1,2,0,5,2,2,1,5,4,0,1,1,1,1,1,1,1,2,4,1,4,4,4,1,3,4,4,4,2,3,1,3,1,1,9,1,4,5,5,5,5,4,5,1,1,99,1,1,1,1,1,4,4,4,5,4,5,1,1,72,3,4,99,1,4,2,2,3,3,3,4,4,4,3,4,4,3,1,99,9,19,3,3,1,0,1,0,2,1,3,0,3,3,0,0,4,3,3,4,1,1,1,.73587143,.73587143,1,18,0,22,Rural,,Masvingo,Mushawasaha East - Rural,Mushawasha,Farms,#NULL!,3038,886761,4,Masvingo Province,-20.6,31.4,ADM1,6295630|6255146|ZW|08,Earth|Africa|Zimbabwe|Masvingo Province,1,1;
ZIM1367,1367,190ZIM,ZIM,12,5,1,99,99,99,5,1,1,2,4,3,1,3,2,1,1,1,3,4,3,2,1,4,1,99,2,18,2,99,2,5,5,5,0,2,2,3,2,0,1,1,0,0,1,1,4,4,1,1,1,1,4,4,4,4,3,3,3,4,1,1,1,2,1,2,1,1,0,1,5,5,5,2,2,5,3,1,1,99,2,2,2,1,2,5,5,4,4,4,5,3,1,72,1,3,99,3,2,3,2,2,1,2,3,1,3,3,2,3,4,4,99,9,19,5,3,1,0,1,0,2,1,2,0,0,3,0,3,0,2,2,2,1,1,1,.73587143,.73587143,1,18,0,22,Rural,,Masvingo,Chinyika - Rural,Chinyika,Chief Chitsa,#NULL!,3005,7453620,5,Chinyika,-19.52364,31.45734,HLL,6295630|6255146|ZW|08|7453620,Earth|Africa|Zimbabwe|Masvingo Province|Chinyika,4,2;
ZIM1368,1368,191ZIM,ZIM,12,6,3,99,99,99,5,2,1,1,4,1,1,1,3,1,1,1,3,4,4,2,1,4,1,56,1,31,2,0,2,5,5,3,0,2,1,3,1,0,1,11,0,0,1,1,2,1,2,2,2,2,3,4,3,4,3,3,3,4,1,1,2,3,1,3,1,1,1,1,5,5,4,5,4,4,5,1,1,99,2,2,1,1,1,4,4,5,5,4,5,1,3,997,2,5,99,2,2,2,2,2,1,3,3,3,3,2,2,3,4,3,99,9,19,4,2,1,0,1,0,1,2,3,0,3,3,0,0,0,3,3,4,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,Chinyika - Rural,Chinyika,Chief Chitsa,#NULL!,3005,7453620,5,Chinyika,-19.52364,31.45734,HLL,6295630|6255146|ZW|08|7453620,Earth|Africa|Zimbabwe|Masvingo Province|Chinyika,4,2;
ZIM1369,1369,192ZIM,ZIM,12,5,1,99,99,99,1,1,1,2,4,2,1,9,5,98,98,98,4,9,9,9,1,4,1,99,2,41,1,0,2,4,0,0,0,0,1,0,2,0,1,0,0,0,2,1,1,1,2,2,2,1,4,4,4,4,4,8,8,4,1,8,2,4,0,4,1,1,9,9,5,5,5,4,4,4,5,1,1,99,1,2,2,1,1,4,1,1,4,9,5,2,3,997,1,5,99,9,9,9,5,9,4,9,4,9,9,9,9,4,4,2,99,9,19,3,3,0,0,0,0,2,1,3,0,3,3,0,0,0,3,1,1,1,1,1,.73587143,.73587143,1,18,0,22,Rural,,Masvingo,Chivi - Rural,Maringire,Maringire - Rural,#NULL!,3014,893171,3,Chivi District,-20.5,30.58333,ADM2,6295630|6255146|ZW|08|893171,Earth|Africa|Zimbabwe|Masvingo Province|Chivi District,1,1;
ZIM1370,1370,193ZIM,ZIM,12,1,3,99,99,99,1,3,2,4,5,3,5,3,1,1,8,1,2,1,2,3,0,97,97,48,1,30,1,2,2,99,99,99,1,1,1,2,0,0,1,0,0,0,1,3,4,3,4,2,9,1,3,2,4,3,4,8,3,1,1,1,99,99,99,2,1,1,9,9,3,1,1,2,3,4,4,3,4,99,2,3,3,2,2,1,4,2,4,1,3,4,1,997,1,5,99,1,1,9,9,4,4,3,1,9,2,9,99,3,9,3,99,5,19,4,5,0,0,1,9,1,0,99,1,3,2,4,2,3,0,0,3,1,1,1,.73587143,.73587143,1,18,995,22,Rural,,Masvingo,Maringire Gwezuva - Rural,Gwezuva,Chivi,#NULL!,3028,894094,1,Chivi,-20.307289,30.51017,PPL,6295630|6255146|ZW|08|894094,Earth|Africa|Zimbabwe|Masvingo Province|Chivi,2,1;
ZIM1371,1371,194ZIM,ZIM,12,5,1,99,99,99,1,1,1,2,3,9,1,1,2,1,1,1,4,1,1,1,1,4,2,99,2,50,2,0,2,5,1,1,2,0,2,3,2,3,1,2,0,0,2,2,1,1,1,2,1,2,4,1,4,4,3,1,1,1,1,4,2,1,1,3,1,1,9,1,5,5,5,4,4,4,4,1,1,99,2,1,2,1,1,2,2,2,2,4,5,3,1,54,1,2,99,1,2,1,2,1,4,1,4,1,2,1,1,2,4,4,99,7,28,2,2,0,1,1,0,1,2,5,0,3,3,3,0,0,3,1,4,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,Chivi - Rural,Maringire,Maringire,#NULL!,3014,893171,3,Chivi District,-20.5,30.58333,ADM2,6295630|6255146|ZW|08|893171,Earth|Africa|Zimbabwe|Masvingo Province|Chivi District,1,1;
ZIM1372,1372,195ZIM,ZIM,12,6,1,99,99,99,1,1,6,5,4,3,1,4,3,1,1,1,4,4,4,4,1,4,1,99,1,28,2,99,2,3,3,3,0,0,1,3,2,0,1,5,0,0,2,2,2,4,2,2,2,2,1,1,1,4,4,8,8,4,1,4,2,2,1,3,9,9,9,1,4,5,1,1,4,4,5,1,1,99,2,4,1,1,2,2,3,4,4,4,5,3,3,997,3,5,99,3,2,3,9,4,4,4,4,4,4,2,9,9,4,2,99,19,13,3,3,1,1,0,0,1,2,2,0,3,3,0,0,0,0,0,3,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,Ngundu Halt - Rural,Ngundu Halt,Chief Gororo,#NULL!,3048,884322,1,Ngundu Halt,-20.793739,30.80204,PPL,6295630|6255146|ZW|08|884322,Earth|Africa|Zimbabwe|Masvingo Province|Ngundu Halt,2,1;
ZIM1373,1373,196ZIM,ZIM,12,5,1,99,99,99,1,1,1,1,4,0,1,4,3,1,1,99,1,2,1,1,0,97,97,55,2,19,1,1,2,5,0,1,1,1,2,3,2,0,2,4,0,0,2,2,1,1,1,2,2,2,2,4,3,1,3,1,1,1,1,4,2,3,1,3,9,9,1,1,5,5,4,5,4,4,5,1,1,99,2,2,1,1,1,4,4,5,4,4,4,2,3,997,1,4,99,3,2,2,9,3,4,4,4,4,4,4,2,2,3,1,99,35,29,3,3,1,1,1,0,2,1,2,0,3,4,4,4,0,0,0,3,1,1,1,.73587143,.73587143,1,18,0,22,Rural,,Masvingo,Ngundu Halat,Ngundu Halt,Chief Gororo - Rural,#NULL!,3048,884322,1,Ngundu Halt,-20.793739,30.80204,PPL,6295630|6255146|ZW|08|884322,Earth|Africa|Zimbabwe|Masvingo Province|Ngundu Halt,2,1;
ZIM1374,1374,197ZIM,ZIM,12,5,1,99,99,99,2,1,1,3,4,0,1,1,4,1,1,1,1,2,4,2,0,97,97,99,1,29,2,0,2,5,0,0,2,1,1,3,2,3,1,5,0,0,1,1,2,2,2,1,1,1,4,4,4,3,4,3,4,1,4,1,2,2,2,2,1,1,9,9,5,5,2,2,3,3,5,1,1,99,1,2,1,2,2,4,4,5,5,4,5,2,3,997,1,5,99,1,2,2,4,2,3,2,4,9,2,2,2,2,3,3,99,1,31,2,2,1,1,1,0,2,1,1,0,3,3,0,0,0,99,1,1,1,1,1,.73587143,.73587143,1,18,0,22,Rural,,Masvingo,Ndanga BC - Rural,Chimedza,Chief Ndanga,#NULL!,3045,10172877,3,Zaka District,-20.049999,31.370001,ADM2,6295630|6255146|ZW|08|10172877,Earth|Africa|Zimbabwe|Masvingo Province|Zaka District,1,1;
ZIM1375,1375,198ZIM,ZIM,12,5,1,99,99,99,1,2,3,1,4,3,2,9,6,1,1,1,3,2,2,1,1,4,1,61,2,49,2,0,2,5,1,1,0,2,1,3,2,0,1,4,0,0,1,2,3,2,1,1,1,1,3,4,4,3,4,1,4,1,1,4,2,3,1,2,1,1,9,1,5,5,4,4,4,4,4,2,1,99,1,1,1,2,2,4,4,5,5,4,4,4,3,997,3,4,99,2,9,3,2,3,3,9,3,2,3,3,3,4,4,3,99,15,19,2,9,1,1,1,0,1,2,3,0,3,3,3,0,0,99,1,4,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,Ndanga BC,Ndanga,Chimedza - Rural,#NULL!,3044,7394442,1,Chimedza Business Centre,-19.866011,31.083059,CTRB,6295630|6255146|ZW|08|7394442,Earth|Africa|Zimbabwe|Masvingo Province|Chimedza Business Centre,3,1;
ZIM1376,1376,199ZIM,ZIM,12,6,1,99,99,99,5,2,4,1,5,3,5,4,99,1,1,1,1,1,1,1,1,4,4,99,1,18,1,1,2,5,0,0,1,2,0,5,2,2,1,2,0,0,1,1,2,4,1,1,1,3,4,4,4,2,3,1,3,4,1,1,2,2,1,99,1,9,9,9,5,5,1,1,1,5,5,1,1,99,1,1,1,1,1,5,4,4,4,4,5,4,3,997,3,5,99,2,2,1,2,1,1,4,2,2,4,2,3,3,3,4,99,9,15,4,1,1,1,0,0,1,2,2,0,3,0,0,0,0,2,3,1,1,1,1,.73587143,.73587143,1,18,27,16,Rural,,Midlands,Matedzi School - Rural,Matedzi,Chief Mafushwa,#NULL!,3164,886703,1,Matedzi School,-20.802349,30.288139,SCH,6295630|6255146|ZW|02|886703,Earth|Africa|Zimbabwe|Midlands Province|Matedzi School,3,1;
ZIM1377,1377,200ZIM,ZIM,12,5,1,99,99,99,4,1,1,1,3,2,1,4,3,1,1,1,4,1,4,2,0,97,97,99,2,66,1,0,2,4,3,3,0,0,0,1,2,2,1,4,6,0,2,2,2,2,1,1,1,3,4,4,4,3,3,1,1,1,1,1,2,2,1,2,1,1,9,9,5,5,2,4,4,4,4,3,1,99,2,2,1,1,1,4,3,5,4,4,5,3,3,997,1,4,99,3,4,4,3,3,1,4,4,2,3,3,4,4,4,3,99,5,35,3,3,0,0,0,0,1,2,99,0,3,3,0,0,4,3,2,1,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,Mushawasha,Mushawasha,Farm 34,#NULL!,3039,886761,4,Masvingo Province,-20.6,31.4,ADM1,6295630|6255146|ZW|08,Earth|Africa|Zimbabwe|Masvingo Province,1,1;
ZIM1378,1378,201ZIM,ZIM,12,6,1,99,99,99,1,1,2,2,4,2,4,2,4,0,1,1,1,4,4,2,1,4,2,51,1,31,2,0,1,5,5,5,0,0,2,0,2,3,1,11,0,0,2,2,1,1,1,1,1,9,4,3,2,4,4,4,4,1,1,4,2,2,1,2,1,1,1,1,5,4,5,5,5,4,4,1,1,99,2,1,1,1,2,4,2,4,5,3,5,2,3,997,3,4,99,3,2,2,1,2,2,3,3,1,2,2,2,1,4,3,99,9,32,2,2,1,0,1,1,1,2,1,1,3,0,0,0,0,2,1,4,1,1,1,.73587143,.73587143,1,18,27,16,Urban,,Midlands,Mvuma High Density,Mvuma,Mvuma,#NULL!,3174,884814,1,Mvuma,-19.27924,30.52828,PPL,6295630|6255146|ZW|02|884814,Earth|Africa|Zimbabwe|Midlands Province|Mvuma,2,1;
ZIM1379,1379,202ZIM,ZIM,12,6,1,99,99,99,4,2,2,1,1,2,1,2,5,0,0,0,3,2,2,2,1,4,1,99,2,64,2,0,1,0,0,0,2,2,2,2,2,2,1,11,0,0,2,2,3,1,1,1,1,3,3,3,3,2,4,4,4,4,4,4,2,3,1,4,9,9,0,9,4,4,2,1,2,4,3,1,1,99,1,1,1,1,1,4,4,5,5,4,4,2,3,997,1,4,99,1,1,3,3,2,2,4,4,9,2,2,2,1,1,1,99,17,16,3,3,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,3,1,1,1,.73587143,.73587143,1,18,27,23,Urban,,Harare,Mbare,Mbare,Harare,#NULL!,2803,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1380,1380,203ZIM,ZIM,12,1,2,99,99,99,2,3,4,5,2,1,2,4,4,1,8,1,4,3,4,4,1,4,1,48,1,37,2,0,1,0,5,3,0,2,1,0,1,3,2,1,0,0,1,2,3,1,2,3,4,1,4,4,4,4,1,1,2,1,1,1,1,2,1,4,5,1,1,1,4,4,1,2,3,4,3,3,3,99,1,1,1,1,1,1,2,4,3,2,2,2,1,999,1,4,99,1,3,1,5,1,99,99,99,99,99,1,2,1,3,2,99,9,15,2,1,0,0,0,0,2,1,2,0,2,1,4,4,3,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Mbare,Mbare,Harare,#NULL!,2803,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1381,1381,204ZIM,ZIM,12,4,1,99,99,99,1,1,1,1,5,0,0,1,4,0,0,0,4,4,1,1,1,1,1,14,2,43,2,1,1,5,1,1,2,2,2,2,2,2,2,11,0,0,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,4,4,1,1,1,1,3,1,1,9,1,5,5,5,5,4,4,1,4,1,99,1,1,1,1,3,4,4,4,3,1,5,5,3,997,1,3,99,1,1,1,1,1,2,3,2,9,2,1,1,1,1,1,99,9,24,1,1,1,0,0,0,1,2,3,0,2,2,4,4,0,0,0,4,1,1,1,.73587143,.73587143,1,18,27,23,Urban,,Harare,Mbare,Mbare,Harare,#NULL!,2803,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1382,1382,205ZIM,ZIM,12,5,2,99,99,99,5,1,1,1,1,2,0,4,1,1,8,8,4,4,1,1,1,4,1,47,1,22,2,1,1,5,4,1,1,0,1,0,0,3,1,80,0,0,1,4,1,1,1,1,3,4,1,4,4,4,3,2,3,3,4,1,2,4,1,1,5,9,9,1,1,5,5,5,1,1,4,3,1,99,1,1,1,1,5,4,5,4,4,9,5,3,3,997,1,4,99,3,3,4,3,2,1,3,3,4,4,4,1,1,4,3,99,96,29,1,1,0,0,1,1,1,1,4,3,4,2,2,0,2,0,1,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Seke Unit H,Seke,Chitungwiza,#NULL!,2808,1106542,1,Chitungwiza,-18.012739,31.07555,PPL,6295630|6255146|ZW|10|1106542,Earth|Africa|Zimbabwe|Harare|Chitungwiza,2,1;
ZIM1383,1383,206ZIM,ZIM,12,2,1,99,99,99,1,1,1,1,5,9,1,4,1,0,0,0,1,4,1,3,1,4,97,50,1,53,1,0,1,3,3,3,1,0,1,1,1,2,2,0,0,0,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,2,99,0,99,0,5,5,5,5,5,5,5,5,5,4,3,3,99,1,1,1,1,2,4,4,4,4,1,5,3,3,997,3,4,99,1,1,2,1,1,3,2,3,1,2,1,1,99,2,2,99,96,29,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,4,1,1,1,.73587143,.73587143,1,18,27,23,Urban,,Harare,Hatfield,Hatfield,Harare,#NULL!,2800,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1384,1384,207ZIM,ZIM,12,6,1,99,99,99,2,2,2,2,2,1,2,4,5,1,0,1,1,4,1,4,1,4,1,12,2,30,2,0,1,5,5,5,0,0,0,0,0,3,1,11,6,0,1,2,1,1,2,1,1,2,4,1,1,4,3,1,1,1,2,1,2,2,1,3,9,9,1,1,4,4,4,4,3,4,1,1,1,99,2,2,3,1,2,3,3,2,1,1,4,3,1,62,2,1,99,2,2,2,1,2,2,2,3,2,4,2,2,9,3,2,99,1,9,2,2,1,1,0,1,1,2,3,0,4,4,4,4,0,0,0,1,1,1,1,.73587143,.73587143,1,18,27,23,Urban,,Harare,Greendale,Greendale,Harare,#NULL!,2797,890298,3,Harare District,-17.812799,31.06864,ADM2,6295630|6255146|ZW|10|890298,Earth|Africa|Zimbabwe|Harare|Harare District,1,1;
ZIM1385,1385,208ZIM,ZIM,12,1,1,99,99,99,1,2,2,2,2,1,4,4,1,1,1,1,1,4,4,1,1,4,4,15,2,31,3,0,99,5,5,5,0,0,0,0,0,2,1,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,9,1,1,5,9,9,9,9,9,3,3,3,99,1,1,1,1,9,1,2,1,3,3,9,9,3,997,3,3,99,1,1,1,5,1,3,9,3,9,9,1,1,1,3,3,99,9,29,1,1,0,0,0,0,2,1,3,0,1,4,4,0,1,0,0,1,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Greendale,Greendale,Harare,#NULL!,2797,890298,3,Harare District,-17.812799,31.06864,ADM2,6295630|6255146|ZW|10|890298,Earth|Africa|Zimbabwe|Harare|Harare District,1,1;
